Category,Year,Title,Venue,PDF,File
fl in top ml conference and journal,2024,Federated Q-Learning: Linear Regret Speedup with Low Communication Cost,ICLR,https://arxiv.org/pdf/2312.15023.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Federated Q-Learning: Linear Regret Speedup with Low Communication Cost.pdf
fl in top ml conference and journal,2024,FedImpro: Measuring and Improving Client Update in Federated Learning,ICLR,https://arxiv.org/pdf/2402.07011.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_FedImpro: Measuring and Improving Client Update in Federated Learning.pdf
fl in top ml conference and journal,2024,Federated Wasserstein Distance,ICLR,https://arxiv.org/pdf/2310.01973.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Federated Wasserstein Distance.pdf
fl in top ml conference and journal,2024,Internal Cross-layer Gradients for Extending Homogeneity to Heterogeneity in Federated Learning,ICLR,https://arxiv.org/pdf/2308.11464.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Internal Cross-layer Gradients for Extending Homogeneity to Heterogeneity in Federated Lea.pdf
fl in top ml conference and journal,2024,Momentum Benefits Non-iid Federated Learning Simply and Provably,ICLR,https://arxiv.org/pdf/2306.16504.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Momentum Benefits Non-iid Federated Learning Simply and Provably.pdf
fl in top ml conference and journal,2024,Communication-Efficient Federated Non-Linear Bandit Optimization,ICLR,https://arxiv.org/pdf/2311.01695.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Communication-Efficient Federated Non-Linear Bandit Optimization.pdf
fl in top ml conference and journal,2024,Fair and Efficient Contribution Valuation for Vertical Federated Learning,ICLR,https://arxiv.org/pdf/2201.02658.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Fair and Efficient Contribution Valuation for Vertical Federated Learning.pdf
fl in top ml conference and journal,2024,Demystifying Local & Global Fairness Trade-offs in Federated Learning Using Partial Information Decomposition,ICLR,https://arxiv.org/pdf/2307.11333.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Demystifying Local & Global Fairness Trade-offs in Federated Learning Using Partial Inform.pdf
fl in top ml conference and journal,2024,PeFLL: Personalized Federated Learning by Learning to Learn,ICLR,https://arxiv.org/pdf/2306.05515.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_PeFLL: Personalized Federated Learning by Learning to Learn.pdf
fl in top ml conference and journal,2024,Communication-Efficient Gradient  Descent-Accent Methods for Distributed Variational Inequalities: Unified Analysis and Local Updates,ICLR,https://arxiv.org/pdf/2306.05100.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Communication-Efficient Gradient  Descent-Accent Methods for Distributed Variational Inequ.pdf
fl in top ml conference and journal,2024,FedDA: Faster Adaptive Gradient Methods for Federated Constrained Optimization,ICLR,https://arxiv.org/pdf/2302.06103.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_FedDA: Faster Adaptive Gradient Methods for Federated Constrained Optimization.pdf
fl in top ml conference and journal,2024,Robust Training of Federated Models with Extremely Label Deficiency,ICLR,https://arxiv.org/pdf/2402.14430.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Robust Training of Federated Models with Extremely Label Deficiency.pdf
fl in top ml conference and journal,2024,Towards Eliminating Hard Label Constraints in Gradient Inversion Attacks,ICLR,https://arxiv.org/pdf/2402.03124.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Towards Eliminating Hard Label Constraints in Gradient Inversion Attacks.pdf
fl in top ml conference and journal,2024,Local Composite Saddle Point Optimization,ICLR,https://arxiv.org/pdf/2305.15643.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Local Composite Saddle Point Optimization.pdf
fl in top ml conference and journal,2024,Enhancing Neural Training via a Correlated Dynamics Model,ICLR,https://arxiv.org/pdf/2312.13247.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_Enhancing Neural Training via a Correlated Dynamics Model.pdf
fl in top ml conference and journal,2024,EControl: Fast Distributed Optimization with Compression and Error Control,ICLR,https://arxiv.org/pdf/2311.05645.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_EControl: Fast Distributed Optimization with Compression and Error Control.pdf
fl in top ml conference and journal,2024,FedHyper: A Universal and Robust Learning Rate Scheduler for Federated Learning with Hypergradient Descent,ICLR,https://arxiv.org/pdf/2310.03156.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_FedHyper: A Universal and Robust Learning Rate Scheduler for Federated Learning with Hyper.pdf
fl in top ml conference and journal,2024,VertiBench: Advancing Feature Distribution Diversity in Vertical Federated Learning Benchmarks,ICLR,https://arxiv.org/pdf/2307.02040.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_VertiBench: Advancing Feature Distribution Diversity in Vertical Federated Learning Benchm.pdf
fl in top ml conference and journal,2024,FedLoGe: Joint Local and Generic Federated Learning under Long-tailed Data,ICLR,https://arxiv.org/pdf/2401.08977.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2024_FedLoGe: Joint Local and Generic Federated Learning under Long-tailed Data.pdf
fl in top ml conference and journal,2023,"SimFBO: Towards Simple, Flexible and Communication-efficient Federated Bilevel Learning",NeurIPS,https://arxiv.org/pdf/2305.19442.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2023_SimFBO: Towards Simple, Flexible and Communication-efficient Federated Bilevel Learning.pdf"
fl in top ml conference and journal,2023,Mechanism Design for Collaborative Normal Mean Estimation,NeurIPS,https://arxiv.org/pdf/2306.06351.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Mechanism Design for Collaborative Normal Mean Estimation.pdf
fl in top ml conference and journal,2023,Robust Distributed Learning: Tight Error Bounds and Breakdown Point under Data Heterogeneity,NeurIPS,https://arxiv.org/pdf/2309.13591.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Robust Distributed Learning: Tight Error Bounds and Breakdown Point under Data Heterogenei.pdf
fl in top ml conference and journal,2023,Convergence Analysis of Sequential Federated Learning on Heterogeneous Data,NeurIPS,https://arxiv.org/pdf/2311.03154.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Convergence Analysis of Sequential Federated Learning on Heterogeneous Data.pdf
fl in top ml conference and journal,2023,Handling Data Heterogeneity via Architectural Design for Federated Visual Recognition,NeurIPS,https://arxiv.org/pdf/2310.15165.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Handling Data Heterogeneity via Architectural Design for Federated Visual Recognition.pdf
fl in top ml conference and journal,2023,Private Federated Frequency Estimation: Adapting to the Hardness of the Instance,NeurIPS,https://arxiv.org/pdf/2306.09396.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Private Federated Frequency Estimation: Adapting to the Hardness of the Instance.pdf
fl in top ml conference and journal,2023,"Zeroth-Order Methods for Nondifferentiable, Nonconvex, and Hierarchical Federated Optimization",NeurIPS,https://arxiv.org/pdf/2309.13024.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2023_Zeroth-Order Methods for Nondifferentiable, Nonconvex, and Hierarchical Federated Optimiza.pdf"
fl in top ml conference and journal,2023,Incentivized Communication for Federated Bandits,NeurIPS,https://arxiv.org/pdf/2309.11702.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Incentivized Communication for Federated Bandits.pdf
fl in top ml conference and journal,2023,Multiply Robust Federated Estimation of Targeted Average Treatment Effects,NeurIPS,https://arxiv.org/pdf/2309.12600.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Multiply Robust Federated Estimation of Targeted Average Treatment Effects.pdf
fl in top ml conference and journal,2023,EvoFed: Leveraging Evolutionary Strategies for Communication-Efficient Federated Learning,NeurIPS,https://arxiv.org/pdf/2311.07485.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_EvoFed: Leveraging Evolutionary Strategies for Communication-Efficient Federated Learning.pdf
fl in top ml conference and journal,2023,Federated Linear Bandits with Finite Adversarial Actions,NeurIPS,https://arxiv.org/pdf/2311.00973.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Linear Bandits with Finite Adversarial Actions.pdf
fl in top ml conference and journal,2023,FedNAR: Federated Optimization with Normalized Annealing Regularization,NeurIPS,https://arxiv.org/pdf/2310.03163.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedNAR: Federated Optimization with Normalized Annealing Regularization.pdf
fl in top ml conference and journal,2023,Guiding The Last Layer in Federated Learning with Pre-Trained Models,NeurIPS,https://arxiv.org/pdf/2306.03937.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Guiding The Last Layer in Federated Learning with Pre-Trained Models.pdf
fl in top ml conference and journal,2023,Navigating Data Heterogeneity in Federated Learning: A Semi-Supervised Approach for Object Detection,NeurIPS,https://arxiv.org/pdf/2310.17097.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Navigating Data Heterogeneity in Federated Learning: A Semi-Supervised Approach for Object.pdf
fl in top ml conference and journal,2023,A Data-Free Approach to Mitigate Catastrophic Forgetting in Federated Class Incremental Learning for Vision Tasks,NeurIPS,https://arxiv.org/pdf/2311.07784.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_A Data-Free Approach to Mitigate Catastrophic Forgetting in Federated Class Incremental Le.pdf
fl in top ml conference and journal,2023,Towards Personalized Federated Learning via Heterogeneous Model Reassembly,NeurIPS,https://arxiv.org/pdf/2308.08643.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Towards Personalized Federated Learning via Heterogeneous Model Reassembly.pdf
fl in top ml conference and journal,2023,Every Parameter Matters: Ensuring the Convergence of Federated Learning with Dynamic Heterogeneous Models Reduction,NeurIPS,https://arxiv.org/pdf/2310.08670.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Every Parameter Matters: Ensuring the Convergence of Federated Learning with Dynamic Heter.pdf
fl in top ml conference and journal,2023,DFRD: Data-Free Robustness Distillation for Heterogeneous Federated Learning,NeurIPS,https://arxiv.org/pdf/2309.13546.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_DFRD: Data-Free Robustness Distillation for Heterogeneous Federated Learning.pdf
fl in top ml conference and journal,2023,RECESS Vaccine for Federated Learning: Proactive Defense Against Model Poisoning Attacks,NeurIPS,https://arxiv.org/pdf/2310.05431.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_RECESS Vaccine for Federated Learning: Proactive Defense Against Model Poisoning Attacks.pdf
fl in top ml conference and journal,2023,FedL2P: Federated Learning to Personalize,NeurIPS,https://arxiv.org/pdf/2310.02420.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedL2P: Federated Learning to Personalize.pdf
fl in top ml conference and journal,2023,Adaptive Test-Time Personalization for Federated Learning,NeurIPS,https://arxiv.org/pdf/2310.18816.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Adaptive Test-Time Personalization for Federated Learning.pdf
fl in top ml conference and journal,2023,Federated Conditional Stochastic Optimization,NeurIPS,https://arxiv.org/pdf/2310.02524.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Conditional Stochastic Optimization.pdf
fl in top ml conference and journal,2023,Mobilizing Personalized Federated Learning in Infrastructure-Less and Heterogeneous Environments via Random Walk Stochastic ADMM,NeurIPS,https://arxiv.org/pdf/2304.12534.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Mobilizing Personalized Federated Learning in Infrastructure-Less and Heterogeneous Enviro.pdf
fl in top ml conference and journal,2023,FedGCN: Convergence-Communication Tradeoffs in Federated Training of Graph Convolutional Networks,NeurIPS,https://arxiv.org/pdf/2201.12433.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedGCN: Convergence-Communication Tradeoffs in Federated Training of Graph Convolutional N.pdf
fl in top ml conference and journal,2023,Federated Multi-Objective Learning,NeurIPS,https://arxiv.org/pdf/2310.09866.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Multi-Objective Learning.pdf
fl in top ml conference and journal,2023,FLuID: Mitigating Stragglers in Federated Learning using Invariant Dropout,NeurIPS,https://arxiv.org/pdf/2307.02623.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FLuID: Mitigating Stragglers in Federated Learning using Invariant Dropout.pdf
fl in top ml conference and journal,2023,Communication-Efficient Federated Bilevel Optimization with Global and Local Lower Level Problems,NeurIPS,https://arxiv.org/pdf/2302.06701.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Communication-Efficient Federated Bilevel Optimization with Global and Local Lower Level P.pdf
fl in top ml conference and journal,2023,StableFDG: Style and Attention Based Learning for Federated Domain Generalization,NeurIPS,https://arxiv.org/pdf/2311.00227.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_StableFDG: Style and Attention Based Learning for Federated Domain Generalization.pdf
fl in top ml conference and journal,2023,Understanding How Consistency Works in Federated Learning via Stage-wise Relaxed Initialization,NeurIPS,https://arxiv.org/pdf/2306.05706.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Understanding How Consistency Works in Federated Learning via Stage-wise Relaxed Initializ.pdf
fl in top ml conference and journal,2023,DELTA: Diverse Client Sampling for Fasting Federated Learning,NeurIPS,https://arxiv.org/pdf/2205.13925.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_DELTA: Diverse Client Sampling for Fasting Federated Learning.pdf
fl in top ml conference and journal,2023,Federated Compositional Deep AUC Maximization,NeurIPS,https://arxiv.org/pdf/2304.10101.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Compositional Deep AUC Maximization.pdf
fl in top ml conference and journal,2023,Flow: Per-instance Personalized Federated Learning,NeurIPS,https://arxiv.org/pdf/2211.15281.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Flow: Per-instance Personalized Federated Learning.pdf
fl in top ml conference and journal,2023,Eliminating Domain Bias for Federated Learning in Representation Space,NeurIPS,https://arxiv.org/pdf/2311.14975.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Eliminating Domain Bias for Federated Learning in Representation Space.pdf
fl in top ml conference and journal,2023,Federated Learning with Manifold Regularization and Normalized Update Reaggregation,NeurIPS,https://arxiv.org/pdf/2311.05924.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Learning with Manifold Regularization and Normalized Update Reaggregation.pdf
fl in top ml conference and journal,2023,Fed-GraB: Federated Long-tailed Learning with Self-Adjusting Gradient Balancer,NeurIPS,https://arxiv.org/pdf/2310.07587.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Fed-GraB: Federated Long-tailed Learning with Self-Adjusting Gradient Balancer.pdf
fl in top ml conference and journal,2023,Fed-CO$_{2}$ : Cooperation of Online and Offline Models for Severe Data Heterogeneity in Federated Learning,NeurIPS,https://arxiv.org/pdf/2312.13923.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Fed-CO$_{2}$ : Cooperation of Online and Offline Models for Severe Data Heterogeneity in F.pdf
fl in top ml conference and journal,2023,Solving a Class of Non-Convex  Minimax Optimization in Federated Learning,NeurIPS,https://arxiv.org/pdf/2310.03613.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Solving a Class of Non-Convex  Minimax Optimization in Federated Learning.pdf
fl in top ml conference and journal,2023,Improved Communication Efficiency in Federated Natural Policy Gradient via ADMM-based Gradient Updates,NeurIPS,https://arxiv.org/pdf/2310.19807.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Improved Communication Efficiency in Federated Natural Policy Gradient via ADMM-based Grad.pdf
fl in top ml conference and journal,2023,FedFed: Feature Distillation against Data Heterogeneity in Federated Learning,NeurIPS,https://arxiv.org/pdf/2310.05077.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedFed: Feature Distillation against Data Heterogeneity in Federated Learning.pdf
fl in top ml conference and journal,2023,PRIOR: Personalized Prior for Reactivating the Information Overlooked in Federated Learning,NeurIPS,https://arxiv.org/pdf/2310.09183.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_PRIOR: Personalized Prior for Reactivating the Information Overlooked in Federated Learnin.pdf
fl in top ml conference and journal,2023,Breaking the Communication-Privacy-Accuracy Tradeoff with $f$-Differential Privacy,NeurIPS,https://arxiv.org/pdf/2302.09624.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Breaking the Communication-Privacy-Accuracy Tradeoff with $f$-Differential Privacy.pdf
fl in top ml conference and journal,2023,Exact Optimality of Communication-Privacy-Utility Tradeoffs in Distributed Mean Estimation,NeurIPS,https://arxiv.org/pdf/2306.04924.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Exact Optimality of Communication-Privacy-Utility Tradeoffs in Distributed Mean Estimation.pdf
fl in top ml conference and journal,2023,(Amplified) Banded Matrix Factorization: A unified approach to private training,NeurIPS,https://arxiv.org/pdf/2306.08153.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_(Amplified) Banded Matrix Factorization: A unified approach to private training.pdf
fl in top ml conference and journal,2023,Aggregating Capacity in FL through Successive Layer Training for Computationally-Constrained Devices,NeurIPS,https://arxiv.org/pdf/2305.17005.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Aggregating Capacity in FL through Successive Layer Training for Computationally-Constrain.pdf
fl in top ml conference and journal,2023,Privacy Amplification via Compression:  Achieving the Optimal Privacy-Accuracy-Communication Trade-off in  Distributed Mean Estimation,NeurIPS,https://arxiv.org/pdf/2304.01541.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Privacy Amplification via Compression:  Achieving the Optimal Privacy-Accuracy-Communicati.pdf
fl in top ml conference and journal,2023,Incentivizing Honesty among Competitors in Collaborative Learning and Optimization,NeurIPS,https://arxiv.org/pdf/2305.16272.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Incentivizing Honesty among Competitors in Collaborative Learning and Optimization.pdf
fl in top ml conference and journal,2023,Resilient Constrained Learning,NeurIPS,https://arxiv.org/pdf/2306.02426.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Resilient Constrained Learning.pdf
fl in top ml conference and journal,2023,A Computation and Communication Efficient Method for Distributed Nonconvex Problems in the Partial Participation Setting,NeurIPS,https://arxiv.org/pdf/2205.15580.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_A Computation and Communication Efficient Method for Distributed Nonconvex Problems in the.pdf
fl in top ml conference and journal,2023,Collaboratively Learning Linear Models with Structured Missing Data,NeurIPS,https://arxiv.org/pdf/2307.11947.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Collaboratively Learning Linear Models with Structured Missing Data.pdf
fl in top ml conference and journal,2023,Gradient Descent with Linearly Correlated Noise: Theory and Applications to Differential Privacy,NeurIPS,https://arxiv.org/pdf/2302.01463.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Gradient Descent with Linearly Correlated Noise: Theory and Applications to Differential P.pdf
fl in top ml conference and journal,2023,Fast Optimal Locally Private Mean Estimation via Random Projections,NeurIPS,https://arxiv.org/pdf/2306.04444.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Fast Optimal Locally Private Mean Estimation via Random Projections.pdf
fl in top ml conference and journal,2023,Contextual Stochastic Bilevel Optimization,NeurIPS,https://arxiv.org/pdf/2310.18535.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Contextual Stochastic Bilevel Optimization.pdf
fl in top ml conference and journal,2023,Understanding Deep Gradient Leakage via Inversion Influence Functions,NeurIPS,https://arxiv.org/pdf/2309.13016.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Understanding Deep Gradient Leakage via Inversion Influence Functions.pdf
fl in top ml conference and journal,2023,Correlation Aware Sparsified Mean Estimation Using Random Projection,NeurIPS,https://arxiv.org/pdf/2310.18868.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Correlation Aware Sparsified Mean Estimation Using Random Projection.pdf
fl in top ml conference and journal,2023,TIES-Merging: Resolving Interference When Merging Models,NeurIPS,https://arxiv.org/pdf/2306.01708.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_TIES-Merging: Resolving Interference When Merging Models.pdf
fl in top ml conference and journal,2023,Global Update Tracking: A Decentralized Learning Algorithm for Heterogeneous Data,NeurIPS,https://arxiv.org/pdf/2305.04792.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Global Update Tracking: A Decentralized Learning Algorithm for Heterogeneous Data.pdf
fl in top ml conference and journal,2023,Large-Scale Distributed Learning via Private On-Device LSH,NeurIPS,https://arxiv.org/pdf/2306.02563.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Large-Scale Distributed Learning via Private On-Device LSH.pdf
fl in top ml conference and journal,2023,Faster Relative Entropy Coding with Greedy Rejection Coding,NeurIPS,https://arxiv.org/pdf/2309.15746.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Faster Relative Entropy Coding with Greedy Rejection Coding.pdf
fl in top ml conference and journal,2023,Momentum Provably Improves Error Feedback!,NeurIPS,https://arxiv.org/pdf/2305.15155.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Momentum Provably Improves Error Feedback!.pdf
fl in top ml conference and journal,2023,Strategic Data Sharing between Competitors,NeurIPS,https://arxiv.org/pdf/2305.16052.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Strategic Data Sharing between Competitors.pdf
fl in top ml conference and journal,2023,Towards Federated Foundation Models: Scalable Dataset Pipelines for Group-Structured Learning,NeurIPS Datasets and Benchmarks,https://arxiv.org/pdf/2307.09619.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Towards Federated Foundation Models: Scalable Dataset Pipelines for Group-Structured Learn.pdf
fl in top ml conference and journal,2023,Personalized federated domain adaptation for item-to-item recommendation,UAI,https://arxiv.org/pdf/2306.03191.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Personalized federated domain adaptation for item-to-item recommendation.pdf
fl in top ml conference and journal,2023,Fed-LAMB: Layer-wise and Dimension-wise Locally Adaptive Federated Learning,UAI,https://arxiv.org/pdf/2110.00532.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Fed-LAMB: Layer-wise and Dimension-wise Locally Adaptive Federated Learning.pdf
fl in top ml conference and journal,2023,Fast Heterogeneous Federated Learning with Hybrid Client Selection,UAI,https://arxiv.org/pdf/2208.05135.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Fast Heterogeneous Federated Learning with Hybrid Client Selection.pdf
fl in top ml conference and journal,2023,Learning To Invert: Simple Adaptive Attacks for Gradient Inversion in Federated Learning,UAI,https://arxiv.org/pdf/2210.10880.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Learning To Invert: Simple Adaptive Attacks for Gradient Inversion in Federated Learning.pdf
fl in top ml conference and journal,2023,Dynamic Regularized Sharpness Aware Minimization in Federated Learning:  Approaching Global Consistency and Smooth Landscape,ICML,https://arxiv.org/pdf/2305.11584.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Dynamic Regularized Sharpness Aware Minimization in Federated Learning:  Approaching Globa.pdf
fl in top ml conference and journal,2023,Analysis of Error Feedback in Federated  Non-Convex Optimization with Biased Compression: Fast Convergence and  Partial Participation,ICML,https://arxiv.org/pdf/2211.14292.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Analysis of Error Feedback in Federated  Non-Convex Optimization with Biased Compression: .pdf
fl in top ml conference and journal,2023,FedHPO-Bench: A Benchmark Suite for Federated Hyperparameter Optimization,ICML,https://arxiv.org/pdf/2206.03966.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedHPO-Bench: A Benchmark Suite for Federated Hyperparameter Optimization.pdf
fl in top ml conference and journal,2023,Federated Conformal Predictors for Distributed Uncertainty Quantification,ICML,https://arxiv.org/pdf/2305.17564.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Conformal Predictors for Distributed Uncertainty Quantification.pdf
fl in top ml conference and journal,2023,Federated Adversarial Learning: A Framework with Convergence Analysis,ICML,https://arxiv.org/pdf/2208.03635.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Adversarial Learning: A Framework with Convergence Analysis.pdf
fl in top ml conference and journal,2023,Federated Heavy Hitter Recovery under Linear Sketching,ICML,https://arxiv.org/pdf/2307.13347.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Heavy Hitter Recovery under Linear Sketching.pdf
fl in top ml conference and journal,2023,Doubly Adversarial Federated Bandits,ICML,https://arxiv.org/pdf/2301.09223.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Doubly Adversarial Federated Bandits.pdf
fl in top ml conference and journal,2023,Achieving Linear Speedup in Non-IID Federated Bilevel Learning,ICML,https://arxiv.org/pdf/2302.05412.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Achieving Linear Speedup in Non-IID Federated Bilevel Learning.pdf
fl in top ml conference and journal,2023,One-Shot Federated Conformal Prediction,ICML,https://arxiv.org/pdf/2302.06322.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_One-Shot Federated Conformal Prediction.pdf
fl in top ml conference and journal,2023,Federated Linear Contextual Bandits with User-level Differential Privacy,ICML,https://arxiv.org/pdf/2306.05275.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Linear Contextual Bandits with User-level Differential Privacy.pdf
fl in top ml conference and journal,2023,Vertical Federated Graph Neural Network for Recommender System,ICML,https://arxiv.org/pdf/2303.05786.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Vertical Federated Graph Neural Network for Recommender System.pdf
fl in top ml conference and journal,2023,Communication-Efficient Federated Hypergradient Computation via Aggregated Iterative Differentiation,ICML,https://arxiv.org/pdf/2302.04969.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Communication-Efficient Federated Hypergradient Computation via Aggregated Iterative Diffe.pdf
fl in top ml conference and journal,2023,Personalized Subgraph Federated Learning,ICML,https://arxiv.org/pdf/2206.10206.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Personalized Subgraph Federated Learning.pdf
fl in top ml conference and journal,2023,Conformal Prediction for Federated Uncertainty Quantification Under Label Shift,ICML,https://arxiv.org/pdf/2306.05131.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Conformal Prediction for Federated Uncertainty Quantification Under Label Shift.pdf
fl in top ml conference and journal,2023,Secure Federated Correlation Test and Entropy Estimation,ICML,https://arxiv.org/pdf/2105.14618.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Secure Federated Correlation Test and Entropy Estimation.pdf
fl in top ml conference and journal,2023,Personalized Federated Learning under Mixture of Distributions,ICML,https://arxiv.org/pdf/2305.01068.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Personalized Federated Learning under Mixture of Distributions.pdf
fl in top ml conference and journal,2023,FedDisco: Federated Learning with Discrepancy-Aware Collaboration,ICML,https://arxiv.org/pdf/2305.19229.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedDisco: Federated Learning with Discrepancy-Aware Collaboration.pdf
fl in top ml conference and journal,2023,Anchor Sampling for Federated Learning with Partial Client Participation,ICML,https://arxiv.org/pdf/2206.05891.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Anchor Sampling for Federated Learning with Partial Client Participation.pdf
fl in top ml conference and journal,2023,Private Federated Learning with Autotuned Compression,ICML,https://arxiv.org/pdf/2307.10999.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Private Federated Learning with Autotuned Compression.pdf
fl in top ml conference and journal,2023,On the Convergence of Federated Averaging with Cyclic Client Participation,ICML,https://arxiv.org/pdf/2302.03109.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_On the Convergence of Federated Averaging with Cyclic Client Participation.pdf
